"TOA5","SPER_CR6","CR6","4231","CR6.Std.05.01 CR6-WIFI.01","CPU:SPER2_1_1.CR6","16414","Daily"
"TIMESTAMP","RECORD","BattV_Min","WS_ms_Avg","WS_ms_Max","WS_ms_TMx","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","SlrMJ_Tot","Rain_mm_Tot","AirTC_Avg","AirTC_Max","AirTC_TMx","AirTC_Min","AirTC_TMn","RH_Max","RH_TMx","RH_Min","RH_TMn"
"TS","RN","Volts","meters/second","meters/second","meters/second","meters/second","Deg","Deg","MJ/m^2","mm","Deg C","Deg C","Deg C","Deg C","Deg C","%","%","%","%"
"","","Min","Avg","Max","TMx","WVc","WVc","WVc","Tot","Tot","Avg","Max","TMx","Min","TMn","Max","TMx","Min","TMn"
"2017-07-23 00:00:00",190,12.91,2.659,10.8,"2017-07-22 17:30:35",2.659,204.3,57.57,25.85514,0.7,31.84,41.42,"2017-07-22 15:41:35",23.96,"2017-07-22 06:13:10",65.43,"2017-07-22 06:13:05",17.28,"2017-07-22 15:43:05"
"2017-07-24 00:00:00",191,12.99,2.075,6.684,"2017-07-23 06:10:55",2.075,81.2,49.14,18.77703,0,27.34,35.38,"2017-07-23 15:45:05",21.51,"2017-07-24 00:00:00",81.4,"2017-07-23 06:37:20",35.31,"2017-07-23 14:32:25"
"2017-07-25 00:00:00",192,12.98,1.837,9.49,"2017-07-24 16:24:15",1.837,161,47.54,27.03948,0,28,37.46,"2017-07-24 15:43:30",17.73,"2017-07-24 04:05:55",92.8,"2017-07-24 04:10:00",22.17,"2017-07-24 15:43:35"
"2017-07-26 00:00:00",193,12.98,3.313,9.27,"2017-07-25 12:38:30",3.313,164.8,20.88,25.0814,0,30.06,39.41,"2017-07-25 15:04:55",20.29,"2017-07-25 03:46:35",89.3,"2017-07-25 05:34:50",26.21,"2017-07-25 15:05:15"
"2017-07-27 00:00:00",194,12.95,2.921,9.47,"2017-07-26 13:47:45",2.921,200.8,46.54,15.91268,5.2,30.34,41.2,"2017-07-26 13:59:20",25.52,"2017-07-26 16:57:30",84.5,"2017-07-26 20:38:30",22.56,"2017-07-26 13:59:20"
"2017-07-28 00:00:00",195,13.09,1.925,5.625,"2017-07-27 08:05:45",1.925,357.6,51.47,11.41284,0,26.37,31.7,"2017-07-27 17:22:40",23.62,"2017-07-27 09:00:15",94.5,"2017-07-27 09:08:30",52.06,"2017-07-27 17:23:05"
"2017-07-29 00:00:00",196,13.02,1.271,5.096,"2017-07-28 17:30:35",1.271,61.47,46.78,17.83794,0,27.49,34.1,"2017-07-28 17:14:05",22.35,"2017-07-28 03:32:50",93.2,"2017-07-28 04:10:00",38.78,"2017-07-28 17:14:25"
"2017-07-30 00:00:00",197,13.08,1.865,5.429,"2017-07-29 16:00:50",1.865,105.3,36.47,12.65849,12.6,24.7,31.53,"2017-07-29 17:02:40",21.01,"2017-07-29 08:41:55",95.9,"2017-07-29 08:55:40",42.68,"2017-07-29 17:45:05"
"2017-07-31 00:00:00",198,13.09,1.353,4.508,"2017-07-30 00:30:50",1.353,123.3,47.45,15.02725,2,24.31,30.47,"2017-07-30 16:40:55",19.51,"2017-07-30 05:46:15",91.1,"2017-07-30 06:03:00",40.85,"2017-07-30 15:30:15"
"2017-08-01 00:00:00",199,13.1,1.611,5.449,"2017-07-31 01:18:05",1.611,124.7,64.59,11.75351,5.8,23.46,28.11,"2017-07-31 14:21:20",20.12,"2017-07-31 05:47:00",96.3,"2017-07-31 23:49:55",52.5,"2017-07-31 00:52:55"
"2017-08-02 00:00:00",200,13.11,1.231,4.704,"2017-08-01 17:47:35",1.231,92.7,37.98,13.03843,16,22.07,28.19,"2017-08-01 16:24:40",18.16,"2017-08-01 23:59:55",96.9,"2017-08-01 03:32:30",54.03,"2017-08-01 16:18:30"
"2017-08-03 00:00:00",201,13.05,0.946,5.488,"2017-08-02 12:26:55",0.946,12.59,71.29,24.05694,0,23.62,31.14,"2017-08-02 15:41:35",17.71,"2017-08-02 01:58:10",97.1,"2017-08-02 02:48:00",31.32,"2017-08-02 16:29:40"
"2017-08-04 00:00:00",202,13.02,1.92,7.409,"2017-08-03 15:33:40",1.92,341.5,52.83,22.68033,0,24.57,33.59,"2017-08-03 15:35:00",16,"2017-08-03 05:54:45",95,"2017-08-03 05:44:15",30.81,"2017-08-03 15:28:20"
"2017-08-05 00:00:00",203,13.09,2.429,8.76,"2017-08-04 14:10:55",2.429,94.1,56.56,23.88451,0.6,22.96,29.64,"2017-08-04 15:45:00",15.7,"2017-08-04 05:33:45",92,"2017-08-04 04:49:10",43.53,"2017-08-04 12:05:35"
"2017-08-06 00:00:00",204,12.97,4.384,12.47,"2017-08-05 13:54:35",4.384,174.2,25.54,20.9891,8.4,26.29,36.85,"2017-08-05 14:43:00",20.61,"2017-08-05 04:43:45",90.3,"2017-08-05 19:05:55",28.96,"2017-08-05 13:13:25"
"2017-08-07 00:00:00",205,13.1,1.812,5.606,"2017-08-06 05:35:30",1.812,54.7,38.39,11.52154,0.2,22.48,28.07,"2017-08-06 16:40:30",19.15,"2017-08-06 03:39:40",98.2,"2017-08-06 08:58:05",56.65,"2017-08-06 15:27:45"
"2017-08-08 00:00:00",206,13.14,2.041,6.39,"2017-08-07 15:37:15",2.041,48.25,24.94,12.26053,0,20.54,25.5,"2017-08-07 13:34:25",15.75,"2017-08-07 23:37:25",96.9,"2017-08-07 06:10:40",52.79,"2017-08-07 17:01:05"
"2017-08-09 00:00:00",207,13.1,1.216,4.665,"2017-08-08 17:41:50",1.216,89.4,63.13,17.44071,0,20.89,28.14,"2017-08-08 16:16:45",13.97,"2017-08-08 04:03:50",96.7,"2017-08-08 05:46:35",42.05,"2017-08-08 16:42:15"
"2017-08-10 00:00:00",208,13.09,2.702,8.62,"2017-08-09 18:19:05",2.702,154.4,42.16,18.81028,32.5,23.47,30.79,"2017-08-09 12:17:05",18.17,"2017-08-09 01:21:25",95.9,"2017-08-09 23:59:35",48.23,"2017-08-09 12:18:00"
"2017-08-11 00:00:00",209,13.09,2.449,11.7,"2017-08-10 13:34:10",2.449,156.4,69.64,17.64662,28.4,24.92,33.05,"2017-08-10 11:26:00",19.66,"2017-08-10 13:46:05",96.3,"2017-08-10 02:05:15",43.62,"2017-08-10 11:10:25"
"2017-08-12 00:00:00",210,13.09,2.036,8.72,"2017-08-11 00:41:50",2.036,15.53,77.94,20.23951,5.1,23.01,29.92,"2017-08-11 16:58:00",17.1,"2017-08-11 04:34:30",96.4,"2017-08-11 04:38:45",43.2,"2017-08-11 17:05:30"
"2017-08-13 00:00:00",211,13.18,2.05,5.625,"2017-08-12 14:54:10",2.05,131.2,29.01,8.757605,6.2,21.43,24.79,"2017-08-12 13:06:00",19.98,"2017-08-12 05:11:25",97.3,"2017-08-12 07:57:00",75.09,"2017-08-12 13:08:45"
"2017-08-14 00:00:00",212,13.1,1.769,5.743,"2017-08-13 13:40:35",1.769,151.3,29.63,15.05923,0,22.66,28.26,"2017-08-13 15:26:05",18.86,"2017-08-13 03:56:40",97.5,"2017-08-13 05:02:25",61.5,"2017-08-13 14:57:50"
"2017-08-15 00:00:00",213,13.09,1.469,5.429,"2017-08-14 16:09:30",1.469,184.6,54.97,23.65208,0,24.9,31.98,"2017-08-14 16:03:30",18.47,"2017-08-14 05:47:40",97.7,"2017-08-14 04:53:40",39.44,"2017-08-14 16:11:55"
"2017-08-16 00:00:00",214,13.09,2.292,7.272,"2017-08-15 13:21:20",2.292,157.1,25.8,19.857,0,25.49,31.6,"2017-08-15 16:21:35",20.67,"2017-08-15 04:56:25",95.6,"2017-08-15 05:02:40",42.13,"2017-08-15 16:17:20"
"2017-08-17 00:00:00",215,13.02,1.978,7.742,"2017-08-16 02:54:55",1.978,270.3,76.46,22.33317,0.3,25.83,32.86,"2017-08-16 13:55:30",19.05,"2017-08-16 23:46:50",91.4,"2017-08-16 23:50:00",38.53,"2017-08-16 18:01:20"
"2017-08-18 00:00:00",216,13.02,1.383,14.6,"2017-08-17 22:30:50",1.383,73.7,79.1,23.86258,10.8,24.2,32.08,"2017-08-17 15:23:45",16.92,"2017-08-17 05:39:00",96.5,"2017-08-17 23:21:35",29.24,"2017-08-17 15:32:05"
"2017-08-19 00:00:00",217,13.02,1.855,7.134,"2017-08-18 03:54:45",1.855,206.9,51.4,22.87344,6.7,25.49,33.51,"2017-08-18 15:01:10",18.09,"2017-08-18 06:52:25",92.6,"2017-08-18 01:01:25",36.93,"2017-08-18 16:01:15"
"2017-08-20 00:00:00",218,12.99,1.625,6.625,"2017-08-19 15:13:35",1.625,189.9,33.08,23.65265,0,28.04,35.92,"2017-08-19 14:55:35",19.38,"2017-08-19 06:12:55",96,"2017-08-19 06:19:20",32.44,"2017-08-19 16:13:00"
"2017-08-21 00:00:00",219,13,2.561,7.37,"2017-08-20 13:35:35",2.561,188.4,27.65,22.13961,0,27.91,34.72,"2017-08-20 14:48:30",21.15,"2017-08-20 05:56:25",84.7,"2017-08-20 05:56:30",34.21,"2017-08-20 13:46:05"
"2017-08-22 00:00:00",220,13.09,1.916,6.586,"2017-08-21 11:37:05",1.916,187.1,32.47,13.50355,0,26,31.55,"2017-08-21 17:39:40",20.55,"2017-08-21 06:13:45",92.2,"2017-08-21 06:15:10",48.49,"2017-08-21 17:40:20"
"2017-08-23 00:00:00",221,13.11,2.115,8.11,"2017-08-22 15:35:25",2.115,34.83,81.5,12.29495,0,23.65,29.69,"2017-08-22 16:24:30",19.15,"2017-08-22 22:30:00",92.4,"2017-08-22 22:30:45",57.79,"2017-08-22 16:25:30"
"2017-08-24 00:00:00",222,13.09,1.365,4.861,"2017-08-23 10:36:30",1.365,97.1,45.48,23.63022,0,22.26,29.61,"2017-08-23 15:36:05",15.44,"2017-08-23 06:23:25",92.7,"2017-08-23 00:21:15",33.76,"2017-08-23 14:44:35"
"2017-08-25 00:00:00",223,13.05,1.235,5.312,"2017-08-24 14:33:15",1.235,155.6,31.85,17.61959,0,21.77,30.1,"2017-08-24 14:26:30",13.89,"2017-08-24 01:33:00",94.3,"2017-08-24 04:48:35",44.05,"2017-08-24 14:18:55"
"2017-08-26 00:00:00",224,13.1,1.936,7.252,"2017-08-25 16:56:00",1.936,145.7,26.21,19.06319,0,22.29,28.57,"2017-08-25 12:57:45",16.35,"2017-08-25 03:20:20",96.7,"2017-08-25 06:33:05",57.75,"2017-08-25 15:03:10"
"2017-08-27 00:00:00",225,13.09,1.786,6.213,"2017-08-26 10:51:25",1.786,166.1,23.48,18.20884,0,23.81,30.83,"2017-08-26 16:20:50",18.52,"2017-08-26 05:27:30",97.3,"2017-08-26 05:55:15",46.65,"2017-08-26 15:47:15"
"2017-08-28 00:00:00",226,13.02,1.135,6.35,"2017-08-27 12:37:00",1.135,127.8,54.27,22.14514,0.1,24.24,32.27,"2017-08-27 14:20:40",15.09,"2017-08-27 05:49:00",96.5,"2017-08-27 06:08:20",38.74,"2017-08-27 16:14:05"
"2017-08-29 00:00:00",227,13.09,1.687,8.57,"2017-08-28 14:01:10",1.687,29.52,28.71,23.44966,0,23.17,30.62,"2017-08-28 13:53:45",16.46,"2017-08-28 23:59:55",95.4,"2017-08-28 05:32:00",25.47,"2017-08-28 15:36:25"
"2017-08-30 00:00:00",228,13.09,0.761,6.35,"2017-08-29 16:35:50",0.761,41.18,56.66,23.24736,0,19.95,30.14,"2017-08-29 15:13:20",10,"2017-08-29 06:07:55",92.4,"2017-08-29 06:11:40",29.51,"2017-08-29 15:32:45"
"2017-08-31 00:00:00",229,13.09,0.929,5.331,"2017-08-30 12:55:45",0.929,68.01,46.48,23.06833,0,19.97,29.95,"2017-08-30 15:22:45",9.09,"2017-08-30 06:04:30",95,"2017-08-30 05:02:15",30.59,"2017-08-30 15:00:35"
"2017-09-01 00:00:00",230,13.09,0.625,4.175,"2017-08-31 13:15:05",0.625,86.6,53.64,21.58568,0,19.77,29.75,"2017-08-31 15:49:25",10.27,"2017-08-31 05:14:30",95,"2017-08-31 06:09:35",33.7,"2017-08-31 14:46:55"
"2017-09-02 00:00:00",231,13.09,1.954,7.134,"2017-09-01 12:00:45",1.954,164.3,29.4,19.68789,0,22.45,31.16,"2017-09-01 15:21:20",11.5,"2017-09-01 04:51:55",95,"2017-09-01 05:00:10",36.31,"2017-09-01 15:14:35"
"2017-09-03 00:00:00",232,13.01,1.524,8.86,"2017-09-02 03:17:25",1.524,149.6,53.76,20.69758,0.5,24.08,33.05,"2017-09-02 16:25:20",16.74,"2017-09-02 23:34:35",93.6,"2017-09-02 03:17:40",31.09,"2017-09-02 16:22:40"
"2017-09-04 00:00:00",233,12.99,1.164,5.468,"2017-09-03 16:02:00",1.164,177.7,34.82,21.45144,0,24.55,34.94,"2017-09-03 14:12:40",13.97,"2017-09-03 06:12:25",96.2,"2017-09-03 05:25:10",23.07,"2017-09-03 15:06:05"
"2017-09-05 00:00:00",234,12.98,2.115,6.723,"2017-09-04 17:33:05",2.115,247,87.7,20.3525,0,26.99,38.22,"2017-09-04 14:31:35",16.54,"2017-09-04 05:55:55",86.3,"2017-09-04 06:00:20",18.92,"2017-09-04 14:25:05"
"2017-09-06 00:00:00",235,13.14,2.469,7.899,"2017-09-05 11:30:50",2.469,10.83,25.67,19.49291,0,19.04,25.84,"2017-09-05 14:39:10",11.29,"2017-09-05 21:51:55",81.4,"2017-09-05 06:38:20",19.72,"2017-09-05 13:30:10"
"2017-09-07 00:00:00",236,13.09,0.912,4.763,"2017-09-06 15:10:15",0.912,167.1,70.34,22.28098,0,17.47,28.69,"2017-09-06 14:35:00",4.333,"2017-09-06 06:10:05",90.3,"2017-09-06 06:13:05",20.32,"2017-09-06 15:06:10"
"2017-09-08 00:00:00",237,13.09,2.353,7.605,"2017-09-07 14:43:00",2.353,180.2,23.49,20.23373,0,21.99,31.55,"2017-09-07 13:35:05",13.15,"2017-09-07 04:14:45",67.51,"2017-09-07 03:59:15",22.75,"2017-09-07 12:57:55"
"2017-09-09 00:00:00",238,13.09,3.479,10.23,"2017-09-08 12:58:40",3.479,172.4,22.47,20.00477,0,23.6,31.36,"2017-09-08 13:23:35",17.82,"2017-09-08 06:34:50",58.75,"2017-09-08 23:04:10",21.5,"2017-09-08 12:25:00"
"2017-09-10 00:00:00",239,13.09,2.84,8.57,"2017-09-09 13:47:55",2.84,169.1,21.21,20.35671,0,21.98,29.65,"2017-09-09 14:10:05",14.99,"2017-09-09 06:16:55",73.54,"2017-09-09 06:17:05",28.78,"2017-09-09 14:43:30"
"2017-09-11 00:00:00",240,13.1,2.317,7.742,"2017-09-10 10:23:10",2.317,167.5,19.62,20.59461,0,20.9,29.3,"2017-09-10 15:23:05",12.37,"2017-09-10 06:31:10",90.2,"2017-09-10 06:41:30",30.62,"2017-09-10 15:53:55"
"2017-09-12 00:00:00",241,13.04,1.338,5.292,"2017-09-11 10:46:55",1.338,158.3,41.89,20.42874,0,20.91,31.65,"2017-09-11 14:33:15",11.12,"2017-09-11 06:37:25",90,"2017-09-11 06:03:30",26.6,"2017-09-11 15:34:20"
"2017-09-13 00:00:00",242,13.09,0.738,6.664,"2017-09-12 13:20:25",0.738,91.9,58.35,19.40946,0,20.27,31.44,"2017-09-12 13:07:50",9.94,"2017-09-12 04:46:30",91.4,"2017-09-12 04:52:55",24.07,"2017-09-12 15:07:50"
"2017-09-14 00:00:00",243,12.99,1.301,6.86,"2017-09-13 14:29:25",1.301,172.3,45.73,20.35695,0,22.22,34.49,"2017-09-13 14:41:25",9.41,"2017-09-13 05:57:00",91.3,"2017-09-13 06:09:00",20.69,"2017-09-13 14:42:25"
"2017-09-15 00:00:00",244,12.99,2.876,9.19,"2017-09-14 14:20:25",2.876,166.2,23.86,19.89123,0,26.97,37.03,"2017-09-14 14:45:05",16.99,"2017-09-14 06:34:50",65.2,"2017-09-14 01:15:15",19.32,"2017-09-14 15:21:05"
"2017-09-16 00:00:00",245,13.09,3.467,8.35,"2017-09-15 13:41:10",3.467,165,22.68,11.08576,0,26.36,31.39,"2017-09-15 15:19:40",21.66,"2017-09-15 06:43:05",74.05,"2017-09-15 06:42:45",38.57,"2017-09-15 16:47:50"
"2017-09-17 00:00:00",246,12.99,3.514,10.13,"2017-09-16 04:27:05",3.514,191.2,47.63,18.40648,0,27.69,35.95,"2017-09-16 15:46:15",20.3,"2017-09-16 23:57:25",70.31,"2017-09-16 23:57:20",23.21,"2017-09-16 16:17:15"
"2017-09-18 00:00:00",247,13.13,2.2,7.448,"2017-09-17 03:10:35",2.2,69.48,68.04,13.32766,0,19.75,26.23,"2017-09-17 15:51:10",14.24,"2017-09-17 06:25:10",92.7,"2017-09-17 22:50:05",54.53,"2017-09-17 16:33:50"
"2017-09-19 00:00:00",248,13.1,3.01,11.62,"2017-09-18 11:00:50",3.01,194.4,34.55,19.28464,7,23.05,29.55,"2017-09-18 14:25:30",16.67,"2017-09-18 06:53:00",94.8,"2017-09-18 05:07:00",46.22,"2017-09-18 15:33:15"
"2017-09-20 00:00:00",249,13,4.448,12.5,"2017-09-19 23:27:05",4.448,175.2,21.77,19.91574,0,27.29,35.95,"2017-09-19 14:23:50",20.29,"2017-09-19 05:11:40",83.3,"2017-09-19 00:28:00",23.64,"2017-09-19 14:32:05"
"2017-09-21 00:00:00",250,13.09,2.125,11.17,"2017-09-20 00:07:35",2.125,345.3,87.8,20.02262,0,22.84,31.1,"2017-09-20 16:18:25",13.56,"2017-09-20 23:33:35",91.7,"2017-09-20 23:37:25",23.93,"2017-09-20 14:19:10"
"2017-09-22 00:00:00",251,12.99,3.654,10.49,"2017-09-21 17:08:35",3.654,172.1,31.17,19.33814,0,25.96,36.39,"2017-09-21 15:13:20",13.36,"2017-09-21 03:01:30",95.9,"2017-09-21 06:16:10",27.11,"2017-09-21 14:54:30"
"2017-09-23 00:00:00",252,13,4.661,11.54,"2017-09-22 00:18:25",4.661,172.9,19.91,19.28921,0,27.74,34.28,"2017-09-22 14:21:30",22.6,"2017-09-22 06:42:00",76.72,"2017-09-22 06:41:35",33.05,"2017-09-22 14:38:05"
"2017-09-24 00:00:00",253,13.09,4.136,9.58,"2017-09-23 16:04:45",4.136,162.1,18.86,17.75349,0,26.05,32,"2017-09-23 13:06:20",21.17,"2017-09-23 06:38:30",81.9,"2017-09-23 06:38:15",37.91,"2017-09-23 16:55:20"
"2017-09-25 00:00:00",254,13.1,3.295,9.11,"2017-09-24 18:04:35",3.295,173,19.47,11.444,0,23.73,29.81,"2017-09-24 14:14:20",19.21,"2017-09-24 06:15:50",85,"2017-09-24 06:16:15",44.51,"2017-09-24 14:14:25"
"2017-09-26 00:00:00",255,13.18,1.647,7.82,"2017-09-25 09:14:25",1.647,191.1,98.4,2.679561,19.2,19.49,23.72,"2017-09-25 08:50:45",15.68,"2017-09-25 23:32:25",96.5,"2017-09-25 23:11:40",74.38,"2017-09-25 08:51:00"
"2017-09-27 00:00:00",256,13.28,2.658,7.115,"2017-09-26 03:05:55",2.658,4.246,26.04,6.1766,0.5,14.16,16.97,"2017-09-26 13:58:45",12.08,"2017-09-26 08:06:50",96.4,"2017-09-26 00:10:50",70.7,"2017-09-26 13:59:00"
"2017-09-28 00:00:00",257,13.25,1.725,5.214,"2017-09-27 16:42:50",1.725,25.74,28.48,5.850506,2.6,15.16,19.27,"2017-09-27 15:02:15",12.78,"2017-09-27 07:22:45",95.7,"2017-09-27 08:49:45",68.9,"2017-09-27 16:04:50"
"2017-09-29 00:00:00",258,13.18,1.745,6.037,"2017-09-28 13:34:30",1.745,48.25,45.81,13.48576,0.2,16.85,23.15,"2017-09-28 13:53:55",12.75,"2017-09-28 02:13:05",93.6,"2017-09-29 00:00:00",28.76,"2017-09-28 13:37:20"
"2017-09-30 00:00:00",259,13.21,0.863,3.214,"2017-09-29 12:34:15",0.863,329.7,46.47,6.778989,4.8,16.33,20.84,"2017-09-29 13:08:55",13.86,"2017-09-29 02:15:10",95.4,"2017-09-29 04:56:35",56.67,"2017-09-29 13:21:30"
"2017-10-01 00:00:00",260,13.18,1.999,8.23,"2017-09-30 12:56:30",1.999,171.3,31.59,7.465937,0,18.68,24.57,"2017-09-30 16:25:40",14.39,"2017-09-30 00:26:50",94.5,"2017-09-30 02:37:50",54.56,"2017-09-30 16:25:50"
"2017-10-02 00:00:00",261,13.16,4.544,11.02,"2017-10-01 12:43:40",4.544,181.7,16.92,10.86057,0,21.59,27.08,"2017-10-01 14:48:30",17.09,"2017-10-01 01:27:00",81.9,"2017-10-01 01:27:20",49.03,"2017-10-01 15:39:00"
"2017-10-03 00:00:00",262,13.08,5.714,12.39,"2017-10-02 17:56:45",5.714,175.4,17.28,17.75179,0,23.99,30.27,"2017-10-02 13:52:55",18.98,"2017-10-02 06:26:40",82.5,"2017-10-02 06:34:30",46.53,"2017-10-02 15:22:15"
"2017-10-04 00:00:00",263,13.15,2.798,9.23,"2017-10-03 02:44:25",2.798,183.5,87.2,4.506711,0.2,21.44,25.08,"2017-10-03 12:18:40",17.31,"2017-10-03 23:50:05",92.2,"2017-10-03 23:53:40",67.65,"2017-10-03 02:15:15"
"2017-10-05 00:00:00",264,13.1,1.491,5.116,"2017-10-04 12:46:25",1.491,33.38,67.42,10.59796,0,20.68,26.34,"2017-10-04 14:47:10",17.28,"2017-10-04 00:04:30",95.5,"2017-10-04 10:27:15",63.21,"2017-10-04 14:47:15"
"2017-10-06 00:00:00",265,13.18,2.271,9.84,"2017-10-05 10:48:55",2.271,185.3,26.53,3.5341,11.5,20.79,23.53,"2017-10-05 15:25:00",18.22,"2017-10-05 23:59:25",96.8,"2017-10-05 10:43:45",75.06,"2017-10-05 15:25:15"
"2017-10-07 00:00:00",266,13.06,3.448,14.5,"2017-10-06 20:37:15",3.448,188.9,47.95,15.26245,10.1,22.65,31.19,"2017-10-06 15:01:15",14.91,"2017-10-06 23:59:10",96.6,"2017-10-06 05:21:40",46.29,"2017-10-06 15:02:10"
"2017-10-08 00:00:00",267,13.11,1.827,6.272,"2017-10-07 10:02:40",1.827,255.1,51.57,18.49963,0.1,17.52,27.92,"2017-10-07 16:11:00",9.22,"2017-10-07 06:36:30",94.6,"2017-10-07 01:08:50",14.81,"2017-10-07 16:20:45"
"2017-10-09 00:00:00",268,13.1,2.68,8.94,"2017-10-08 15:38:15",2.68,168.3,29.44,18.1601,0,19.61,30.3,"2017-10-08 15:30:40",11.19,"2017-10-08 05:50:55",75.17,"2017-10-08 23:55:50",23.29,"2017-10-08 15:13:05"
"2017-10-10 00:00:00",269,13.26,4.815,12.09,"2017-10-09 22:20:55",4.815,341.4,61.5,13.15178,0,13.08,19.42,"2017-10-09 12:36:45",6.828,"2017-10-09 23:24:05",94,"2017-10-09 06:23:25",41.59,"2017-10-09 13:03:55"
"2017-10-11 00:00:00",270,13.29,2.834,10.31,"2017-10-10 00:03:15",2.834,341,25.29,16.92955,2.8,8.58,16.82,"2017-10-10 15:29:50",2.525,"2017-10-10 23:44:45",93.4,"2017-10-10 23:49:55",31.58,"2017-10-10 14:15:25"
"2017-10-12 00:00:00",271,13.18,2.076,8.09,"2017-10-11 16:00:50",2.076,166,21.95,17.68564,0,12.31,22.99,"2017-10-11 15:28:30",0.844,"2017-10-11 03:20:50",95.3,"2017-10-11 03:49:10",25.8,"2017-10-11 12:34:05"
"2017-10-13 00:00:00",272,13.09,3.858,10.04,"2017-10-12 08:50:15",3.858,178.8,20.28,17.02071,0,20.79,31.44,"2017-10-12 15:08:15",11.15,"2017-10-12 00:50:50",76.1,"2017-10-12 06:35:15",31.21,"2017-10-12 13:47:00"
"2017-10-14 00:00:00",273,13.1,1.474,5.429,"2017-10-13 00:13:25",1.474,226.1,79.93,15.88252,0,20.19,26.31,"2017-10-13 16:17:00",15.83,"2017-10-13 06:54:50",91.3,"2017-10-13 06:56:40",36.28,"2017-10-13 15:57:00"
"2017-10-15 00:00:00",274,13.09,4.018,12.68,"2017-10-14 20:47:05",4.018,207.3,68.34,9.356782,0,23.1,32.25,"2017-10-14 15:59:35",10.37,"2017-10-14 23:55:40",80.8,"2017-10-14 00:58:05",31.67,"2017-10-14 16:14:15"
"2017-10-16 00:00:00",275,12.37,1.718,6.742,"2017-10-15 00:56:55",1.718,343.4,25.24,17.16144,0,10.18,19.37,"2017-10-15 15:36:55",2.662,"2017-10-15 23:43:40",87.8,"2017-10-15 05:25:50",23.82,"2017-10-15 15:40:30"
"2017-10-17 00:00:00",276,13.17,1.848,7.468,"2017-10-16 14:19:15",1.848,181.2,27.28,16.74833,0,11.94,23.58,"2017-10-16 14:34:15",0.565,"2017-10-16 04:00:00",94,"2017-10-16 04:06:55",18.98,"2017-10-16 14:34:30"
"2017-10-18 00:00:00",277,13.11,2.747,7.664,"2017-10-17 15:53:10",2.747,176.1,21.9,16.66366,0,16.87,27.78,"2017-10-17 14:43:20",7.831,"2017-10-17 06:11:00",61.68,"2017-10-17 06:26:35",20.27,"2017-10-17 13:43:50"
"2017-10-19 00:00:00",278,13.09,2.153,6.292,"2017-10-18 13:20:15",2.153,180.1,33.74,16.02006,0,19.29,30.93,"2017-10-18 13:54:45",9.9,"2017-10-18 06:11:25",69.81,"2017-10-18 23:34:50",21.93,"2017-10-18 14:17:35"
"2017-10-20 00:00:00",279,13.1,2.174,8.39,"2017-10-19 15:59:35",2.174,165.2,33.19,14.22786,0,17.76,28.61,"2017-10-19 13:46:25",7.089,"2017-10-19 06:55:10",87.8,"2017-10-19 06:57:15",17.43,"2017-10-19 14:33:50"
"2017-10-21 00:00:00",280,13.14,5.087,13.58,"2017-10-20 13:44:50",5.087,176.1,17.04,10.99678,0,20.1,25.95,"2017-10-20 14:59:50",14.81,"2017-10-20 04:16:25",82.4,"2017-10-20 23:40:40",47.1,"2017-10-20 14:59:50"
"2017-10-22 00:00:00",281,13.18,4.476,12.78,"2017-10-21 00:01:35",4.476,276.7,90.5,12.04351,0,18.1,24.94,"2017-10-21 10:54:15",7.209,"2017-10-21 23:59:55",86.6,"2017-10-21 06:45:15",24.65,"2017-10-21 16:26:05"
"2017-10-23 00:00:00",282,13.17,1.242,6.703,"2017-10-22 13:42:40",1.242,260.8,52.06,15.79165,0,11.56,23.57,"2017-10-22 14:07:05",1.512,"2017-10-22 06:40:15",87.4,"2017-10-22 05:24:25",10.87,"2017-10-22 15:50:30"
"2017-10-24 00:00:00",283,13.18,2.887,10.96,"2017-10-23 14:57:30",2.887,322.6,60.8,13.6889,0,13.93,22.67,"2017-10-23 14:57:25",4.326,"2017-10-23 05:42:35",75.2,"2017-10-23 05:43:20",18.43,"2017-10-23 16:14:20"
"2017-10-25 00:00:00",284,13.25,3.53,12.43,"2017-10-24 10:47:40",3.53,316.7,27.41,15.51591,0,10.89,18.69,"2017-10-24 14:28:35",3.257,"2017-10-24 23:43:10",49.37,"2017-10-24 23:59:50",11.37,"2017-10-24 16:01:45"
"2017-10-26 00:00:00",285,13.1,1.844,6.39,"2017-10-25 13:34:00",1.844,236.8,43.3,15.17622,0,14.77,28.89,"2017-10-25 15:07:55",2.818,"2017-10-25 05:26:05",63.96,"2017-10-25 06:25:20",12.53,"2017-10-25 16:12:50"
"2017-10-27 00:00:00",286,13.18,4.703,15.25,"2017-10-26 13:03:05",4.703,336.3,82.5,14.39428,0,14.2,24.35,"2017-10-26 12:08:25",6.144,"2017-10-26 23:58:20",57.43,"2017-10-26 07:18:55",17.31,"2017-10-26 11:53:45"
"2017-10-28 00:00:00",287,13.41,4.19,12.07,"2017-10-27 09:34:35",4.19,336.7,27.63,15.2645,0,3.104,9.71,"2017-10-27 15:03:45",-4.552,"2017-10-27 21:28:45",60.18,"2017-10-27 05:22:25",11.65,"2017-10-27 15:23:20"
